job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00893,AI Software Engineer,67260,USD,SE,PT,China,S,China,50,"Kubernetes, Git, Tableau, R",Associate,7,Technology,2024-04-27,2024-05-20,1562,7.3,TechCorp Inc
AI00894,AI Software Engineer,106704,EUR,MI,CT,Germany,L,Germany,50,"Kubernetes, Java, MLOps",PhD,3,Media,2024-07-18,2024-09-03,1604,7,Future Systems
AI00895,Machine Learning Researcher,154496,USD,EX,FL,India,S,India,100,"Python, Data Visualization, AWS",Associate,13,Education,2024-03-08,2024-03-30,1345,9.9,DeepTech Ventures
AI00896,AI Architect,166781,USD,EX,PT,Canada,S,United States,100,"Statistics, Kubernetes, Tableau, Mathematics, NLP",Associate,19,Healthcare,2024-12-08,2025-01-21,1938,7.1,Neural Networks Co
AI00897,Computer Vision Engineer,53048,USD,MI,FL,Israel,S,Israel,0,"Kubernetes, Azure, Mathematics",Bachelor,3,Gaming,2024-07-05,2024-09-07,1528,5.4,Cognitive Computing
AI00898,Data Engineer,175244,USD,SE,FL,Singapore,L,Singapore,50,"PyTorch, Java, Computer Vision",Master,7,Consulting,2024-06-30,2024-09-05,662,8,Digital Transformation LLC
AI00899,Autonomous Systems Engineer,72245,USD,MI,CT,Australia,S,Australia,100,"Git, Scala, Computer Vision, Tableau, Java",Master,4,Automotive,2024-05-06,2024-06-09,1529,5.4,Cognitive Computing
AI00900,Machine Learning Researcher,206257,USD,EX,CT,United States,S,United States,100,"GCP, Computer Vision, Git, Mathematics",Bachelor,16,Media,2025-01-30,2025-02-21,871,5.6,Cloud AI Solutions
AI00901,Data Analyst,77410,USD,SE,FL,India,M,Austria,0,"AWS, SQL, MLOps, Tableau",Associate,9,Finance,2024-07-06,2024-09-12,1919,8.8,AI Innovations
AI00902,Data Analyst,145271,EUR,EX,FT,Netherlands,M,Netherlands,100,"Git, R, Scala",Master,10,Finance,2025-02-28,2025-03-17,1494,6.6,TechCorp Inc
AI00903,Research Scientist,81756,USD,MI,FT,Australia,M,Australia,0,"Mathematics, SQL, Java, Data Visualization",Associate,2,Healthcare,2024-02-14,2024-04-20,1721,7,Cognitive Computing
AI00904,Data Engineer,157394,USD,SE,PT,Denmark,S,Denmark,0,"Git, Linux, PyTorch, Spark",Master,9,Transportation,2025-03-16,2025-04-01,907,6.9,Cognitive Computing
AI00905,Principal Data Scientist,50008,USD,EN,PT,Austria,S,Austria,0,"Statistics, GCP, AWS, SQL, Azure",Bachelor,0,Media,2024-02-25,2024-03-20,607,9.1,AI Innovations
AI00906,Deep Learning Engineer,133327,USD,EX,FT,Israel,S,Israel,50,"Azure, AWS, NLP",Master,11,Retail,2025-01-04,2025-01-27,2337,7.3,Cognitive Computing
AI00907,Machine Learning Engineer,97247,EUR,MI,CT,Germany,M,Finland,50,"AWS, Spark, MLOps, Kubernetes",Bachelor,3,Automotive,2024-09-14,2024-10-18,1560,6.9,Cognitive Computing
AI00908,NLP Engineer,81533,USD,MI,PT,China,L,United Kingdom,100,"Statistics, Git, Data Visualization, Deep Learning, Python",PhD,4,Technology,2024-01-30,2024-02-29,997,6.3,DeepTech Ventures
AI00909,AI Specialist,308823,USD,EX,FL,Switzerland,L,Denmark,100,"PyTorch, Spark, TensorFlow",PhD,19,Healthcare,2024-03-24,2024-04-13,1945,6.5,DeepTech Ventures
AI00910,AI Software Engineer,130424,EUR,SE,FL,Germany,L,Germany,0,"Deep Learning, R, Mathematics, Docker, Azure",Bachelor,7,Education,2025-03-02,2025-04-11,1325,5.7,DeepTech Ventures
AI00911,AI Research Scientist,35640,USD,EN,FT,Finland,S,Finland,0,"GCP, R, SQL, Data Visualization, Linux",Bachelor,1,Telecommunications,2025-04-13,2025-06-20,1830,8.1,Quantum Computing Inc
AI00912,Machine Learning Researcher,249324,GBP,EX,PT,United Kingdom,L,United Kingdom,100,"PyTorch, Linux, GCP, Hadoop, Computer Vision",Bachelor,19,Automotive,2024-04-23,2024-06-24,1795,9.1,DeepTech Ventures
AI00913,Computer Vision Engineer,60462,GBP,EN,CT,United Kingdom,S,United Kingdom,50,"PyTorch, Kubernetes, Docker, Spark",Bachelor,0,Retail,2024-01-22,2024-03-08,570,8.1,Smart Analytics
AI00914,Head of AI,73640,USD,MI,CT,India,M,Austria,0,"NLP, Scala, Statistics, AWS",Master,4,Media,2024-08-23,2024-10-31,1909,7.8,DeepTech Ventures
AI00915,Head of AI,165792,USD,EX,FT,Sweden,M,Sweden,100,"Java, Data Visualization, AWS",Master,17,Healthcare,2024-07-17,2024-09-22,1165,8.8,Cloud AI Solutions
AI00916,Data Analyst,85604,USD,SE,FT,Austria,S,United Kingdom,50,"Statistics, Scala, Hadoop",Master,8,Telecommunications,2024-11-08,2025-01-10,536,7.3,Quantum Computing Inc
AI00917,Data Scientist,221853,USD,SE,FT,Switzerland,L,Switzerland,0,"Kubernetes, R, TensorFlow, Python",PhD,6,Energy,2024-07-01,2024-08-29,1796,7.5,DeepTech Ventures
AI00918,Data Scientist,49643,USD,EN,CT,South Korea,L,South Korea,0,"Data Visualization, Statistics, Python, MLOps, Tableau",Associate,0,Manufacturing,2024-12-16,2025-02-26,2280,9.8,Algorithmic Solutions
AI00919,Data Analyst,349508,USD,EX,FT,Norway,L,South Korea,0,"Java, SQL, R, Spark",PhD,10,Consulting,2024-03-06,2024-03-27,2055,6,Smart Analytics
AI00920,Head of AI,139175,EUR,SE,FT,Germany,M,Germany,100,"SQL, Linux, Scala, GCP, Kubernetes",Associate,8,Technology,2024-02-25,2024-03-17,2298,7.5,Digital Transformation LLC
AI00921,AI Architect,95775,USD,EX,CT,Finland,S,Finland,50,"AWS, Linux, Tableau, Azure, Kubernetes",Bachelor,19,Transportation,2024-11-20,2025-01-13,1857,5.3,DataVision Ltd
AI00922,Principal Data Scientist,204850,USD,SE,FT,Norway,L,Norway,0,"MLOps, Java, Python, GCP, NLP",Bachelor,5,Finance,2025-03-11,2025-05-19,2398,9.8,DeepTech Ventures
AI00923,NLP Engineer,48201,USD,EN,CT,Finland,L,Australia,100,"Linux, Data Visualization, PyTorch, Deep Learning",Associate,1,Technology,2024-09-21,2024-11-04,2438,5.8,Digital Transformation LLC
AI00924,Robotics Engineer,152753,USD,MI,PT,Switzerland,M,South Korea,50,"Azure, Data Visualization, Java, AWS",Master,4,Transportation,2024-12-21,2025-02-21,614,9,Algorithmic Solutions
AI00925,AI Product Manager,128912,USD,EX,FT,China,M,China,100,"Hadoop, SQL, PyTorch",Master,18,Government,2025-03-31,2025-05-07,2202,8.3,Algorithmic Solutions
AI00926,AI Specialist,324061,USD,EX,FT,Denmark,L,Canada,100,"Tableau, Data Visualization, Linux, Docker",Master,12,Media,2024-05-14,2024-07-13,1213,5.2,TechCorp Inc
AI00927,Principal Data Scientist,264209,USD,EX,FT,Australia,L,Australia,100,"Linux, Kubernetes, R",Bachelor,19,Government,2024-07-08,2024-09-14,619,5.8,Cloud AI Solutions
AI00928,AI Architect,193480,GBP,EX,PT,United Kingdom,S,United Kingdom,100,"Python, Git, Linux, NLP",Master,14,Technology,2024-10-15,2024-11-08,519,8,Cloud AI Solutions
AI00929,AI Consultant,278777,USD,EX,FL,Sweden,L,Sweden,50,"GCP, NLP, MLOps",PhD,17,Government,2024-09-05,2024-10-18,1697,9.7,Smart Analytics
AI00930,Computer Vision Engineer,64705,USD,EN,FL,India,L,India,100,"Spark, Mathematics, PyTorch, NLP, Java",Bachelor,0,Technology,2025-04-29,2025-05-14,707,8.8,Quantum Computing Inc
AI00931,Data Analyst,54926,USD,EN,FT,Israel,M,Israel,50,"SQL, Computer Vision, Tableau, TensorFlow, Deep Learning",PhD,1,Retail,2024-01-12,2024-01-26,699,5.2,Cloud AI Solutions
AI00932,AI Architect,84494,GBP,EN,PT,United Kingdom,L,India,50,"Hadoop, AWS, Git, Scala, PyTorch",Associate,1,Government,2024-11-30,2024-12-23,2352,7.4,Advanced Robotics
AI00933,Machine Learning Researcher,171218,EUR,EX,PT,France,S,France,100,"GCP, Java, Linux",Master,16,Gaming,2025-02-21,2025-04-14,2387,8.3,Machine Intelligence Group
AI00934,AI Software Engineer,124370,EUR,SE,PT,Netherlands,S,Netherlands,50,"Java, Mathematics, Tableau",PhD,6,Automotive,2024-09-19,2024-11-14,2211,9.1,Smart Analytics
AI00935,Data Analyst,162562,USD,EX,FL,Australia,L,Australia,100,"Git, Python, Linux",Master,15,Manufacturing,2024-06-13,2024-07-08,655,6.8,DataVision Ltd
AI00936,AI Software Engineer,59904,GBP,EN,CT,United Kingdom,M,China,100,"TensorFlow, Python, Deep Learning, PyTorch, Hadoop",PhD,0,Finance,2024-01-11,2024-02-27,1149,7.3,Algorithmic Solutions
AI00937,Principal Data Scientist,192545,USD,EX,FL,Ireland,L,France,100,"MLOps, Linux, Hadoop, PyTorch, Computer Vision",Master,10,Education,2024-07-07,2024-09-01,2410,9.1,Future Systems
AI00938,Data Engineer,194442,USD,EX,PT,Singapore,S,Singapore,100,"NLP, MLOps, PyTorch",Master,14,Consulting,2025-01-25,2025-04-08,2366,5.2,Predictive Systems
AI00939,ML Ops Engineer,77274,USD,EN,FT,United States,S,United States,50,"Statistics, PyTorch, Java, Python, Kubernetes",Bachelor,0,Media,2024-07-02,2024-07-27,1806,8.9,Cognitive Computing
AI00940,Head of AI,85110,USD,MI,FL,Ireland,L,Ireland,0,"Docker, Linux, Deep Learning",Master,2,Healthcare,2024-09-20,2024-10-22,538,5.3,DataVision Ltd
AI00941,AI Software Engineer,71765,USD,MI,FT,China,L,China,50,"Tableau, Java, Linux, Python, Azure",Bachelor,3,Transportation,2024-01-19,2024-03-24,1395,8.5,Smart Analytics
AI00942,AI Software Engineer,86066,USD,MI,FT,Canada,S,Canada,50,"TensorFlow, Spark, Computer Vision",Bachelor,3,Telecommunications,2024-04-06,2024-06-07,2401,5.5,Predictive Systems
AI00943,Autonomous Systems Engineer,39252,USD,EN,FL,China,S,China,50,"Hadoop, Linux, PyTorch",Master,0,Manufacturing,2025-03-28,2025-05-15,1949,8.8,Quantum Computing Inc
AI00944,Machine Learning Researcher,66124,USD,EN,CT,Sweden,S,Sweden,0,"Hadoop, Git, Kubernetes, Python",PhD,0,Transportation,2024-03-14,2024-05-11,661,7.7,Digital Transformation LLC
AI00945,Data Scientist,215545,EUR,EX,FT,Germany,L,Germany,50,"Python, TensorFlow, AWS, Deep Learning",Bachelor,16,Retail,2024-10-17,2024-12-16,1032,5.4,Neural Networks Co
AI00946,Data Engineer,57458,USD,MI,CT,Israel,S,Denmark,50,"MLOps, NLP, Java, Docker",Associate,4,Finance,2024-06-10,2024-07-18,2200,8.1,Smart Analytics
AI00947,Computer Vision Engineer,178695,USD,EX,FT,Finland,M,Finland,0,"Hadoop, AWS, Spark",Master,10,Finance,2024-12-01,2024-12-22,1065,9.3,Machine Intelligence Group
AI00948,Robotics Engineer,91260,USD,EX,FT,China,S,China,50,"Python, TensorFlow, Statistics",Bachelor,17,Telecommunications,2025-03-01,2025-05-09,506,9.1,Smart Analytics
AI00949,Computer Vision Engineer,96741,USD,SE,FT,Japan,S,Finland,0,"GCP, Scala, Statistics",Associate,5,Healthcare,2024-07-11,2024-08-16,2438,9.7,DataVision Ltd
AI00950,Autonomous Systems Engineer,36197,USD,EN,CT,China,M,China,50,"SQL, Mathematics, Kubernetes, Python",Bachelor,1,Consulting,2024-06-15,2024-08-14,711,9,TechCorp Inc
AI00951,AI Architect,72300,USD,SE,CT,India,M,India,0,"Python, MLOps, SQL, Hadoop, GCP",Master,8,Technology,2024-11-10,2024-12-25,1910,7.3,TechCorp Inc
AI00952,Data Scientist,157364,USD,SE,FT,Singapore,M,Singapore,50,"Azure, Hadoop, Deep Learning, Scala",Master,5,Telecommunications,2024-12-16,2025-01-25,1082,6.8,Algorithmic Solutions
AI00953,Data Engineer,65948,USD,MI,PT,India,L,India,0,"Spark, Deep Learning, Computer Vision, TensorFlow, Python",Associate,4,Technology,2024-10-21,2024-11-23,1835,5.5,Quantum Computing Inc
AI00954,AI Consultant,63655,USD,MI,FL,India,L,India,100,"MLOps, Mathematics, TensorFlow",Associate,2,Telecommunications,2024-12-11,2024-12-28,1486,9.7,DeepTech Ventures
AI00955,AI Specialist,114900,USD,EX,CT,Ireland,S,Ireland,50,"Deep Learning, Python, Hadoop, MLOps",PhD,15,Manufacturing,2024-01-31,2024-02-17,1810,8.3,Future Systems
AI00956,NLP Engineer,49496,USD,EN,CT,Israel,S,Israel,100,"Mathematics, SQL, Azure",Associate,1,Real Estate,2025-04-05,2025-04-30,894,5.8,Quantum Computing Inc
AI00957,Deep Learning Engineer,58108,USD,MI,CT,India,S,India,0,"Kubernetes, GCP, Linux",Master,2,Media,2025-03-21,2025-05-30,2419,6.6,AI Innovations
AI00958,AI Software Engineer,90557,EUR,MI,FL,Netherlands,S,Netherlands,100,"SQL, Mathematics, MLOps",Associate,3,Media,2024-06-01,2024-07-27,1436,8.5,Future Systems
AI00959,Data Analyst,52763,EUR,EN,FL,France,M,France,100,"Git, PyTorch, Computer Vision",PhD,0,Healthcare,2025-01-23,2025-04-04,1223,5.3,Cloud AI Solutions
AI00960,Machine Learning Engineer,65941,GBP,EN,FT,United Kingdom,M,Denmark,50,"Java, TensorFlow, Mathematics, Scala",PhD,1,Government,2024-05-25,2024-07-08,1892,7.4,TechCorp Inc
AI00961,NLP Engineer,66981,USD,MI,PT,Canada,S,Canada,100,"Python, Linux, Azure, Computer Vision, Deep Learning",PhD,2,Manufacturing,2025-01-15,2025-03-05,1688,5.2,Predictive Systems
AI00962,AI Research Scientist,64687,USD,EN,FL,Singapore,L,United Kingdom,50,"Statistics, TensorFlow, Data Visualization",Associate,0,Government,2025-02-05,2025-04-04,748,9.2,Smart Analytics
AI00963,AI Software Engineer,65456,USD,SE,FL,Ireland,S,Ireland,0,"Linux, Azure, Scala, Statistics",Master,7,Retail,2024-09-24,2024-12-03,2464,7.6,AI Innovations
AI00964,AI Architect,46549,USD,MI,PT,Japan,S,Japan,100,"MLOps, GCP, PyTorch, Linux, Hadoop",Master,4,Automotive,2025-01-21,2025-02-25,1980,9,Advanced Robotics
AI00965,Autonomous Systems Engineer,50052,USD,EN,FT,China,M,China,50,"R, Data Visualization, PyTorch, AWS",PhD,0,Media,2024-01-19,2024-03-12,1217,6.5,Future Systems
AI00966,Robotics Engineer,155456,GBP,SE,CT,United Kingdom,L,Ireland,0,"Mathematics, R, Hadoop, MLOps, Deep Learning",Bachelor,7,Consulting,2024-11-09,2024-12-29,2179,9.4,Quantum Computing Inc
AI00967,Data Analyst,64577,USD,EN,PT,Canada,L,Germany,100,"Git, Python, Mathematics",Master,0,Automotive,2024-05-01,2024-07-09,886,5.8,DeepTech Ventures
AI00968,AI Architect,140234,USD,SE,CT,United States,L,Denmark,0,"Tableau, Java, Computer Vision",Associate,6,Government,2024-05-25,2024-06-12,938,6.2,Future Systems
AI00969,Machine Learning Researcher,60171,USD,EN,PT,Canada,M,Canada,0,"Mathematics, Deep Learning, NLP",PhD,0,Consulting,2025-02-15,2025-03-16,1653,5,Cloud AI Solutions
AI00970,Principal Data Scientist,267363,USD,EX,CT,Norway,M,Norway,0,"GCP, Hadoop, R",PhD,10,Retail,2024-12-17,2025-02-22,1202,9.9,DeepTech Ventures
AI00971,AI Research Scientist,206831,USD,EX,PT,United States,M,United States,100,"Hadoop, PyTorch, AWS",Associate,10,Government,2024-01-05,2024-03-17,1833,5.3,Algorithmic Solutions
AI00972,Research Scientist,260674,USD,EX,CT,Norway,M,Norway,100,"Deep Learning, NLP, R, SQL, AWS",Master,14,Energy,2024-05-12,2024-06-20,815,7.8,Digital Transformation LLC
AI00973,NLP Engineer,53593,USD,EN,PT,Australia,M,Australia,0,"Git, PyTorch, GCP",PhD,1,Government,2024-12-11,2025-01-05,1410,8.5,DeepTech Ventures
AI00974,Data Scientist,161560,USD,EX,FL,Israel,M,Israel,50,"Docker, Azure, Tableau, Hadoop",Bachelor,11,Manufacturing,2024-06-29,2024-08-08,1669,5.1,Machine Intelligence Group
AI00975,NLP Engineer,112489,USD,SE,FL,Finland,L,Finland,0,"Python, Hadoop, GCP",PhD,9,Media,2024-08-13,2024-08-30,998,7.5,Algorithmic Solutions
AI00976,AI Architect,211117,USD,EX,FT,Denmark,S,Denmark,0,"Kubernetes, Git, Linux, Deep Learning, GCP",Bachelor,12,Media,2024-11-24,2025-02-05,649,7.5,DataVision Ltd
AI00977,Data Engineer,167739,USD,SE,PT,Singapore,L,Singapore,0,"TensorFlow, MLOps, Tableau, Computer Vision, Java",Associate,6,Telecommunications,2024-10-16,2024-12-15,843,6.4,DeepTech Ventures
AI00978,AI Specialist,122140,EUR,SE,FL,France,M,France,0,"Tableau, NLP, Hadoop, R, Computer Vision",Master,8,Education,2025-01-14,2025-01-31,882,7.9,TechCorp Inc
AI00979,AI Product Manager,156933,USD,EX,PT,Finland,M,United Kingdom,100,"SQL, Tableau, PyTorch, Computer Vision, AWS",Master,19,Gaming,2024-10-06,2024-10-22,986,6.5,AI Innovations
AI00980,AI Software Engineer,68680,EUR,EN,FT,Netherlands,S,Netherlands,50,"Git, Tableau, Python, MLOps",Associate,0,Finance,2024-09-12,2024-11-15,1237,9.1,TechCorp Inc
AI00981,AI Research Scientist,64003,USD,MI,CT,Ireland,S,Austria,50,"Java, Python, Hadoop",PhD,4,Telecommunications,2024-01-24,2024-03-05,751,9.2,Cloud AI Solutions
AI00982,AI Software Engineer,144276,EUR,SE,FT,Germany,L,Germany,0,"Computer Vision, Spark, NLP, Kubernetes",Associate,6,Gaming,2024-05-15,2024-06-02,1323,5.1,Predictive Systems
AI00983,NLP Engineer,91065,USD,MI,PT,Singapore,M,Singapore,100,"Kubernetes, NLP, Data Visualization, R, Hadoop",PhD,3,Telecommunications,2024-12-17,2025-02-02,1707,6.9,TechCorp Inc
AI00984,NLP Engineer,86793,USD,SE,FT,South Korea,S,South Korea,50,"AWS, NLP, Git, Java",Bachelor,7,Government,2025-02-21,2025-04-12,2267,7.8,Advanced Robotics
AI00985,Autonomous Systems Engineer,81612,USD,SE,FT,Finland,S,Finland,0,"Python, Hadoop, Spark, TensorFlow, Azure",Master,9,Transportation,2024-01-18,2024-02-10,1441,9.1,Smart Analytics
AI00986,Data Analyst,129423,EUR,MI,CT,Netherlands,L,Netherlands,50,"GCP, Scala, Kubernetes, Git",Master,4,Energy,2024-10-31,2024-11-25,995,5.1,DataVision Ltd
AI00987,Principal Data Scientist,114714,EUR,SE,FT,Netherlands,S,Netherlands,100,"SQL, MLOps, Scala",Bachelor,7,Manufacturing,2024-02-14,2024-04-13,782,8,Digital Transformation LLC
AI00988,Autonomous Systems Engineer,175418,USD,SE,PT,Denmark,S,Denmark,50,"GCP, Python, Mathematics, TensorFlow",Master,7,Technology,2024-06-17,2024-08-12,1419,9,DataVision Ltd
AI00989,Head of AI,203407,EUR,EX,PT,France,L,United Kingdom,0,"GCP, AWS, SQL, Data Visualization, NLP",Master,10,Real Estate,2024-07-06,2024-08-27,1426,7.1,AI Innovations
AI00990,Deep Learning Engineer,63098,USD,EN,PT,Canada,M,Switzerland,0,"Docker, NLP, Hadoop, Git",Master,0,Technology,2024-02-09,2024-03-07,1712,5.2,DeepTech Ventures
AI00991,Autonomous Systems Engineer,88118,USD,MI,PT,Israel,L,Israel,50,"R, MLOps, Azure, GCP, Linux",Bachelor,3,Media,2025-02-20,2025-04-03,524,9.3,Autonomous Tech
AI00992,Head of AI,50135,USD,EN,CT,Ireland,M,Ireland,0,"TensorFlow, AWS, PyTorch, Scala",Associate,0,Healthcare,2024-12-23,2025-03-04,2428,5.2,Future Systems
AI00993,Head of AI,47671,USD,EN,FL,Ireland,M,Norway,100,"Python, Docker, TensorFlow",Bachelor,1,Technology,2024-09-27,2024-10-14,1162,9.2,Quantum Computing Inc
AI00994,Machine Learning Researcher,43632,USD,EN,PT,Ireland,S,Ireland,100,"Data Visualization, SQL, Docker, Git, Mathematics",Bachelor,0,Finance,2025-04-20,2025-06-03,1545,6.6,Machine Intelligence Group
AI00995,Computer Vision Engineer,243973,EUR,EX,PT,Netherlands,L,Canada,0,"AWS, Statistics, SQL",Master,10,Real Estate,2024-05-28,2024-08-09,2210,8.5,Algorithmic Solutions
AI00996,Data Analyst,60598,EUR,EN,FL,Netherlands,M,Netherlands,50,"GCP, SQL, Computer Vision, Mathematics",Bachelor,1,Media,2025-01-18,2025-03-02,1633,7.2,Future Systems
AI00997,Head of AI,116364,USD,MI,FL,Switzerland,S,Switzerland,0,"AWS, Mathematics, Java, Kubernetes",Bachelor,3,Healthcare,2024-02-15,2024-04-05,1138,5.6,Future Systems
AI00998,Autonomous Systems Engineer,172307,USD,SE,FL,Singapore,L,Singapore,100,"Python, AWS, TensorFlow, Statistics",PhD,5,Transportation,2024-07-02,2024-07-22,1073,6.5,Predictive Systems
AI00999,Computer Vision Engineer,102396,USD,EN,FT,Norway,L,Norway,50,"AWS, R, PyTorch, TensorFlow, Deep Learning",Associate,0,Healthcare,2024-12-13,2025-01-05,581,7.3,Predictive Systems
AI01000,NLP Engineer,87052,USD,SE,FL,Israel,L,Netherlands,100,"Hadoop, Azure, NLP",Master,9,Telecommunications,2024-02-10,2024-03-13,2358,9.8,Algorithmic Solutions
AI01001,Autonomous Systems Engineer,107176,EUR,SE,PT,France,M,France,100,"PyTorch, Kubernetes, Docker, Scala, SQL",Master,5,Transportation,2025-04-21,2025-05-28,1242,6.8,DataVision Ltd
AI01002,Robotics Engineer,141302,USD,SE,PT,Australia,M,Australia,50,"Git, Tableau, Data Visualization, Linux",PhD,8,Gaming,2024-08-04,2024-10-06,2273,5.4,Cognitive Computing
AI01003,Robotics Engineer,48616,USD,EN,FL,Finland,M,Finland,50,"Hadoop, Spark, PyTorch",Master,0,Manufacturing,2024-07-25,2024-09-19,2487,9.4,Algorithmic Solutions
AI01004,Robotics Engineer,108338,USD,SE,FL,Japan,L,Japan,100,"Java, Git, Statistics, Mathematics, Hadoop",Master,7,Manufacturing,2024-03-12,2024-04-04,2154,8.9,AI Innovations
AI01005,AI Specialist,68130,USD,EN,PT,Canada,S,Canada,0,"Git, Python, AWS",Bachelor,1,Consulting,2024-09-03,2024-11-02,1586,8,TechCorp Inc
AI01006,AI Specialist,135359,USD,MI,FL,Denmark,M,Denmark,50,"Data Visualization, SQL, Azure, AWS, Python",Bachelor,3,Technology,2024-11-11,2024-12-25,1238,9.3,Quantum Computing Inc
AI01007,Principal Data Scientist,85303,USD,MI,PT,United States,S,United States,100,"SQL, R, Azure, Hadoop, Kubernetes",Associate,3,Media,2024-11-10,2024-12-21,527,5.4,Algorithmic Solutions
AI01008,Autonomous Systems Engineer,51029,USD,MI,FT,Finland,M,Finland,50,"Scala, Git, Mathematics",PhD,2,Media,2024-02-08,2024-03-01,1579,6.7,Autonomous Tech
AI01009,AI Research Scientist,197389,USD,EX,FL,Norway,M,Norway,0,"GCP, Kubernetes, Spark",Master,16,Technology,2025-02-14,2025-03-14,758,5.7,Advanced Robotics
AI01010,AI Software Engineer,161971,USD,EX,CT,Canada,M,Canada,50,"Hadoop, R, PyTorch, Linux",Master,12,Gaming,2025-01-04,2025-02-28,2048,9.7,Predictive Systems
AI01011,AI Consultant,117643,USD,EX,FL,Canada,S,Canada,100,"Hadoop, Git, Docker, Python",Associate,12,Energy,2024-10-17,2024-11-30,2045,10,Predictive Systems
AI01012,AI Specialist,171484,USD,SE,PT,Denmark,M,Denmark,0,"Computer Vision, PyTorch, TensorFlow, Azure",Associate,7,Finance,2024-05-21,2024-07-07,1184,6.9,DataVision Ltd
AI01013,Head of AI,55087,USD,MI,FL,Austria,M,Netherlands,50,"R, Git, GCP, Statistics, NLP",Bachelor,2,Government,2024-06-04,2024-07-02,1122,5.1,Machine Intelligence Group
AI01014,AI Research Scientist,62406,USD,EN,FL,Canada,L,Canada,50,"MLOps, Deep Learning, PyTorch, AWS, Hadoop",Master,0,Technology,2025-01-19,2025-02-23,1778,7,Cloud AI Solutions
AI01015,Research Scientist,88746,USD,MI,FL,India,L,Norway,50,"PyTorch, Scala, SQL, Git",Associate,3,Transportation,2024-12-04,2025-02-02,1232,9.4,Cognitive Computing
AI01016,Research Scientist,132548,USD,SE,CT,Denmark,S,Australia,50,"Git, Data Visualization, Java, Kubernetes, Hadoop",Master,8,Transportation,2024-11-02,2024-11-16,2400,6.1,AI Innovations
AI01017,AI Product Manager,80300,USD,EN,PT,Singapore,M,Austria,0,"Tableau, Azure, Scala, Spark",Associate,1,Telecommunications,2024-03-01,2024-05-02,1139,7.7,DeepTech Ventures
AI01018,Deep Learning Engineer,109131,USD,SE,FT,South Korea,L,France,50,"Java, Spark, Computer Vision, NLP",Master,9,Healthcare,2025-01-12,2025-03-25,572,5.2,Future Systems
AI01019,Autonomous Systems Engineer,134833,USD,SE,FL,Norway,S,Norway,50,"R, Mathematics, Statistics, Scala, Kubernetes",Bachelor,7,Government,2024-10-30,2024-12-16,1109,9.3,DataVision Ltd
AI01020,Data Analyst,108128,USD,MI,FL,United States,S,United States,50,"Linux, SQL, Azure, R",Bachelor,2,Government,2025-04-22,2025-06-22,1213,9.2,Autonomous Tech
AI01021,Data Engineer,152069,USD,EX,FL,Singapore,S,Singapore,50,"Python, TensorFlow, PyTorch",PhD,12,Manufacturing,2024-12-21,2025-01-24,2117,6.6,DataVision Ltd
AI01022,Computer Vision Engineer,88423,USD,SE,FT,Austria,L,Austria,50,"GCP, SQL, Tableau, TensorFlow, Linux",Associate,6,Technology,2024-08-14,2024-10-16,1796,9.4,Neural Networks Co
AI01023,Machine Learning Engineer,43468,USD,EN,PT,Finland,M,Finland,50,"Java, Linux, SQL, Hadoop, GCP",Bachelor,0,Real Estate,2024-10-20,2024-11-15,2329,8.6,DataVision Ltd
AI01024,Research Scientist,85934,USD,SE,FL,South Korea,M,South Korea,50,"AWS, Docker, MLOps, Scala, Data Visualization",PhD,6,Transportation,2024-04-16,2024-06-15,982,6.5,Digital Transformation LLC
AI01025,Robotics Engineer,88205,EUR,MI,PT,Netherlands,S,Netherlands,0,"PyTorch, R, Hadoop",Bachelor,2,Government,2024-12-12,2025-01-11,1489,7.1,Autonomous Tech
AI01026,Data Engineer,76655,USD,MI,FL,Canada,S,Canada,0,"Spark, Docker, NLP, PyTorch, Computer Vision",Bachelor,3,Consulting,2024-04-07,2024-04-26,805,8.6,Autonomous Tech
AI01027,AI Architect,172093,USD,EX,FT,Japan,M,Japan,0,"SQL, TensorFlow, MLOps, Computer Vision",Master,10,Energy,2024-05-23,2024-06-27,2317,8.9,Autonomous Tech
AI01028,Computer Vision Engineer,73263,USD,MI,CT,China,M,Germany,0,"PyTorch, Scala, NLP, TensorFlow, Java",Bachelor,2,Consulting,2024-03-16,2024-05-13,1524,6.9,Digital Transformation LLC
AI01029,AI Research Scientist,145214,USD,EX,FT,Australia,M,France,0,"Kubernetes, Spark, Linux",Associate,17,Real Estate,2024-04-07,2024-04-24,1873,5.9,Smart Analytics
AI01030,AI Product Manager,179667,USD,EX,FT,Australia,L,Australia,0,"SQL, R, MLOps, Deep Learning, Statistics",PhD,11,Healthcare,2024-02-27,2024-04-13,1045,9.4,DataVision Ltd
AI01031,AI Research Scientist,171215,USD,EX,PT,Japan,M,Japan,0,"MLOps, Kubernetes, Data Visualization, Spark",Associate,11,Automotive,2024-06-28,2024-07-22,1055,5.7,Digital Transformation LLC
AI01032,Data Analyst,102169,EUR,MI,PT,France,M,Sweden,100,"Hadoop, Kubernetes, Python, Deep Learning, AWS",Bachelor,3,Government,2025-04-11,2025-05-20,1993,6.6,Predictive Systems
